age,gender,study_hours_per_day,sleep_hours,social_media_hours,gaming_hours,exercise_minutes,assignments_completed,attendance_percentage,stress_level,productivity_score
25,Female,9.37,9.21,5.99,0.31,40,19,60,9,67.92
18,Male,2.77,4.05,3.28,5.97,92,5,90.61,9,20.93
19,Male,3.17,3.63,1.24,5.71,56,3,90.84,1,53.02
25,Female,4.17,5.18,1.55,5.81,51,6,74.57,2,40.49
25,Female,6.53,8.16,4.34,2.72,102,18,76.83,5,60.73
29,Male,5.45,8.55,4.07,2.84,70,3,84.65,7,71.39
22,Female,9.32,5.68,3.71,4.38,105,11,92.32,10,68.03
19,Female,5.86,5.17,2.96,2.37,11,7,42.64,5,51.21
21,Female,8.64,3.91,2.6,0.24,86,16,88.91,4,64.29
18,Male,1.24,4.67,1.51,2.96,38,15,60.51,2,19.09
23,Male,8.63,3.71,5.45,3.86,58,15,62.72,9,57.11
26,Female,2.38,5.13,4.02,3.07,14,17,87.12,6,47.95
27,Male,3.94,7.73,2.95,2.17,16,3,57.38,10,46.98
24,Male,3.54,3.9,6.22,5.67,26,4,83.79,6,38.63
22,Male,3.7,5.25,5.06,5.81,80,14,83.27,6,35.04
24,Male,9.23,6.7,6.04,1.17,45,18,96.34,4,68.33
18,Female,4.7,5.29,5.16,5.63,52,9,80.34,2,46.47
19,Male,3.05,6.08,5,0.41,44,12,64.71,7,32.43
23,Male,3.3,6.48,3.29,5.71,36,17,41.58,2,37.26
26,Female,8.13,8.43,2.25,5.45,5,10,73.79,10,47
28,Female,5.62,8.9,1.85,5.17,15,15,52.32,1,59.34
17,Male,4.77,4.35,7.19,3.06,119,3,43.35,3,48.32
23,Female,9.3,5.59,1.61,2.37,24,2,56.88,8,71.75
22,Male,9.34,7.03,5.38,1.36,48,6,41.19,1,60.9
24,Male,7.68,6.5,1.52,0.16,52,17,55.35,3,68.02
23,Female,5.42,3.56,7.51,3.82,28,7,94.4,3,44.08
20,Female,1.61,5.41,1.57,0.67,8,19,48.21,8,36.78
19,Female,7.23,4.59,6.84,5.23,63,7,84.21,7,48.82
19,Female,8.24,5.92,7.48,4.78,29,2,63.01,5,59.86
20,Female,8.59,5.37,1.66,3.97,79,0,48,6,71.82
25,Other,6.03,7.87,7.1,3.93,94,19,62.68,10,67.05
25,Female,6.36,5.81,0.88,4.76,48,0,58.93,5,61.6
29,Female,7.24,4.69,5.6,1.94,14,14,45.59,7,54.91
18,Female,8.8,7.34,4.06,1.51,75,17,82.51,4,64.99
21,Male,0.93,8.09,7.69,1.81,69,18,60.64,9,28.98
17,Male,5.85,3.76,3.85,5.29,61,4,59.08,6,44.5
20,Male,4.01,4.76,0.55,0.68,112,15,56.67,3,40.89
18,Female,8.42,4.46,1.01,3.97,88,0,49,4,56.55
24,Female,1.77,4.41,2.57,5.77,98,14,80.41,5,44.03
20,Female,9.14,9.31,3.75,5.2,74,8,54.55,3,68.45
21,Male,1.68,3.88,7.66,1.41,117,16,43.26,6,31.08
27,Male,1.35,9.1,3.87,4.13,10,2,53.68,7,27.81
20,Male,3.79,5.76,7.44,2.8,19,11,78.54,7,49.55
21,Female,9.95,7.49,7.31,3.4,16,10,83.5,8,74.78
21,Female,6.52,6.09,1.35,3.89,11,16,76.3,7,62.2
21,Female,0.75,7.19,7.35,4.12,64,18,49.37,1,40.69
27,Male,2.87,6.86,2.04,1.63,113,13,89.14,5,37.36
19,Male,1.92,6.03,6.69,4.5,40,12,87.93,2,49.88
23,Male,0.51,4.93,7.8,5.42,74,2,64.84,5,40.33
19,Male,5.39,9.52,0.58,2.04,7,2,74.6,9,48.37
18,Female,4.12,9.41,5.45,2.19,91,1,93.26,8,50.68
19,Male,6.33,3.5,3.41,0.47,63,1,66.98,3,45.46
27,Female,2.56,4.56,3.64,4.46,33,4,67.47,8,42.43
19,Female,8.4,7.02,4.47,2.04,118,7,70.29,6,45.91
24,Male,4.14,9.86,7.56,3.5,86,2,81.39,2,63.59
20,Male,5.09,8.09,5.06,2.29,111,3,54.36,8,46.9
19,Other,7.46,8.73,7.93,3.17,84,9,51.86,7,67.8
26,Male,2.08,5.2,7.72,4.65,109,15,52.66,3,25.03
21,Female,2.99,4.53,6.85,1.19,11,3,86.81,8,40.9
20,Male,1.97,4.58,5.59,0.1,15,17,72.38,4,48.27
25,Female,7.8,6.38,1.85,3.58,13,2,82.62,4,65
24,Male,1.43,9.01,4.58,2.22,49,6,54.46,10,25.36
27,Female,5.15,4.51,1.87,3.47,49,6,83.74,8,42.55
23,Female,7.62,6.99,7.63,5.33,70,5,50.52,5,55.72
24,Male,5.32,8.66,7.67,1.83,28,0,72.81,1,70.54
29,Male,5.33,6.5,2.66,5.82,54,16,93.33,2,51.22
21,Female,1.1,5.92,0.38,3.11,113,8,97.94,6,20.49
20,Male,7.94,5.43,6.62,4.39,10,12,47.3,4,62.48
23,Female,6.24,7.2,2.82,5.08,15,12,83.61,8,49.24
17,Female,6.84,8.72,2.56,1.97,7,3,60.48,7,54.01
22,Male,7.78,9.97,4.64,0.09,99,19,89.04,4,75.24
24,Male,5.83,9.09,0,1.72,60,15,56.28,3,55
23,Male,5.33,6.17,3,2.46,50,6,48.22,6,59.43
18,Female,6.8,3.55,3.33,4.86,33,5,73.4,4,46.16
29,Female,9.05,3.84,7.77,2.87,66,19,65.78,1,59.87
23,Female,6.57,3.21,1.27,2.57,105,6,58.02,6,49.96
29,Female,7.99,5.54,1.2,4.91,4,1,48.29,6,59.72
22,Female,5.06,6.37,4.95,4.95,8,17,83.35,7,50.35
29,Male,6.1,8.74,0.63,4.84,30,18,70.9,1,52.92
21,Female,2.21,3.6,4.97,4.03,54,17,78.88,1,41.08
20,Male,5.14,4.6,3.26,0.18,109,13,59,1,56.07
17,Male,1.91,6.57,0.02,2.12,34,7,99.83,4,35.89
29,Female,4.94,8.95,3.53,3.29,31,3,78.14,5,65.69
18,Female,1.12,3.61,5.91,1.77,79,17,80.58,10,10.46
23,Male,5.97,4.7,1.06,2.53,40,4,68.43,7,56.03
26,Female,3.22,6.81,1.47,0.65,43,7,98.99,10,49.86
19,Male,8.5,5.27,1.88,0.18,78,13,46.74,10,57.06
21,Female,4.07,9.95,3.12,3.39,118,1,90.28,1,59.52
24,Male,9.22,6.16,7.59,4.36,57,1,93.83,7,72.33
29,Male,4.99,9.38,0.56,3.23,68,0,77.55,2,48.62
29,Female,8.56,9.59,6.57,2.08,69,2,88.54,6,80.2
24,Female,3.32,4.82,6.41,5.71,110,13,75.27,9,31.51
22,Female,4.79,5.29,3.73,1.33,83,17,48.43,2,49.39
21,Female,6.52,5.27,1.09,3.11,40,2,81.98,7,60.53
29,Female,2.96,6.05,4.9,1.58,72,14,54.95,4,52.27
18,Female,6.74,3.44,5.79,5.68,110,11,87.58,4,42.38
25,Female,3.24,8.65,1.24,0.08,93,15,66.96,9,47.8
17,Female,5.1,3.92,5.59,5.28,83,10,87.79,3,34.72
27,Female,0.72,9.26,7.36,3.35,115,17,51.48,2,52.43
18,Male,1.24,7.04,1.52,5.61,56,16,90.83,9,26.17
29,Female,2.66,6.37,1.01,4.68,10,14,74.89,2,37.68
17,Female,8.16,7.63,5.33,3.99,34,14,75.68,1,55.33
28,Male,6.77,9.53,3.85,4.5,99,14,73.52,2,67.98
20,Female,8.99,5.08,6.83,4.98,66,18,55.33,2,69.8
20,Male,9.09,4.89,4.13,1.8,35,14,88.62,8,62.68
21,Male,4.06,5.59,6.57,4.29,47,9,49.01,9,26.25
21,Female,3.99,6.41,3.16,0.79,55,8,42.88,7,39.37
24,Male,8.44,3.53,1.57,4.87,49,13,75.69,2,62.56
27,Female,4.55,7.76,3,5.67,80,2,47.61,6,38.95
27,Male,8.64,6.65,2.88,3.67,38,11,96.18,2,81.13
19,Female,5.31,6.78,2.4,5.24,32,4,79.83,8,57.88
22,Male,4.53,4.75,1.87,5.95,84,19,65.65,6,43.62
28,Male,3.15,8.88,3.09,0.97,39,18,88.1,2,54.68
29,Female,1.7,5.79,7.77,1.56,72,18,46.83,10,18.77
28,Male,5.5,7.57,3.93,2.91,112,17,47.94,6,44.47
19,Male,3.59,4.68,1.11,4.92,84,2,64.41,6,46.73
29,Male,2.87,8.71,1.88,4.93,59,8,65.81,4,48.98
18,Male,2.11,5.1,2.82,4.76,93,11,47.82,8,26.34
24,Male,4.19,9.45,1.51,5.6,115,16,58.55,6,48.24
17,Male,5.78,6.18,5.93,5.43,90,8,90.39,10,43.38
25,Female,8.45,4.02,6.33,2.78,71,12,73.83,9,54.83
27,Female,8.29,7.28,6.42,5.15,20,15,78.4,1,71.01
23,Female,8.62,6.9,7.33,1.98,47,4,51.2,1,72.59
28,Female,5.97,5.95,6.87,4.96,6,16,84.18,7,59.26
26,Male,5.82,8.74,4.65,5.6,49,16,64.56,8,48.11
29,Female,9.1,5.95,3.99,3.09,65,15,54.93,3,70.96
28,Male,3.24,3.95,6.41,0.44,71,9,52.57,9,22.15
27,Other,1.88,3.2,7.72,2.9,8,8,70.05,10,13.44
20,Male,1.29,9.25,0.24,1.59,92,18,75.07,3,41.03
19,Female,8.87,6.27,2.88,3.34,52,5,56.31,10,60.02
22,Female,4.03,6.94,5.34,3.46,69,7,91.63,7,45.7
25,Male,5.24,3.8,2.86,2.56,71,7,73.04,3,39.39
25,Other,8.13,6.43,6.1,4.17,115,7,73.19,6,60.36
20,Male,4.05,6.73,6.33,2.92,6,9,57.26,2,47.73
26,Female,8.75,6.26,5.46,4.59,48,4,64.75,2,65.42
21,Female,3.56,9.68,1.27,0.71,97,2,51.15,8,54.98
27,Male,7.46,7,7.46,4.59,97,9,56.69,8,53.29
29,Male,6.84,9.82,2.63,3.43,23,11,98.11,4,67.51
25,Female,2.41,4.07,7.82,0.5,32,3,72.55,5,25.99
18,Female,1.68,9.4,2.82,1.49,76,8,94.05,7,43.45
18,Female,1.56,6.87,1.29,0.98,29,16,72.56,1,56.69
21,Female,6.68,5.07,2.31,5.14,51,12,43.98,4,48.12
17,Male,0.62,8.22,6.52,4.5,76,12,57.38,6,37.69
24,Female,6.78,6.89,2.47,2.02,54,8,84.22,7,69.85
21,Other,7.93,7.03,4.78,5.36,96,7,97.96,4,56.41
28,Male,3.37,4.2,5.57,4.75,50,9,93.06,5,41.98
26,Male,7.58,7.76,2.44,0.45,119,11,81.24,9,60.55
18,Male,2.07,5.06,5.31,5.8,25,1,43.29,10,17.66
28,Female,9.62,5.49,1.24,5.62,15,2,95.72,8,55.11
25,Male,2.7,9.35,5.04,3.24,60,0,66,5,41.58
18,Female,5.14,4.26,5.24,4.05,14,6,87.77,5,48.07
23,Other,9.81,9.21,0.26,3.18,80,5,64.17,1,78.95
24,Male,9.12,6.5,2.35,2.59,37,3,81.37,7,55.13
22,Female,6.76,4.25,0.05,1.15,31,16,45.31,2,49.07
27,Male,4.01,8.68,6.34,4.45,12,8,75.61,7,59.21
23,Male,7.15,7.57,3.57,0.7,110,10,59.87,9,47.86
27,Male,4.87,5.43,3.41,4.27,61,1,46.3,6,48.43
17,Female,1.53,5.11,3.66,4.04,33,7,53.39,10,14.77
20,Female,8.06,5.95,3.23,5.92,39,1,68.92,7,66.17
29,Other,8.78,3.95,1.32,1.37,16,10,69.45,1,47.35
23,Male,4.37,8.66,5.3,3.63,78,1,77.44,5,53.21
17,Female,6.82,4.95,7.34,1.13,60,15,49.35,5,64.38
29,Female,0.79,8.79,7.89,3.98,92,19,74.03,8,28.3
17,Male,2.37,8.12,6.37,3.09,44,17,78.44,3,49.16
27,Male,5.92,9.59,3.11,2.05,97,8,99.33,3,73.61
22,Female,3.1,3.69,4.5,3.89,49,15,72.12,2,40.08
20,Female,9.47,5.44,0.1,3.41,8,13,78.85,3,71.29
19,Male,8.45,7.37,2.85,4.51,108,17,85.97,2,69.61
28,Female,6.72,9.01,5.37,0.2,97,0,42.84,1,53.88
21,Other,9.99,4.09,7.16,5.03,103,17,98.25,5,77.09
25,Male,2.81,9.03,0.88,5.69,27,15,83,7,41.68
26,Male,9.23,3.47,0.73,0.99,42,0,63.96,6,68.76
26,Female,3.39,6.32,1.23,1.35,76,12,76.31,3,43.51
28,Male,6.17,3.59,1.16,3.04,48,1,59.94,10,49.59
28,Female,4.63,4.05,6.28,4.23,20,5,97.61,3,63.13
27,Male,4.71,8.42,5.69,2.77,37,3,62.66,1,59.71
26,Female,7.74,3.13,7.24,2.77,43,8,62.13,8,46.44
19,Female,3.8,6.89,2.35,5.99,75,12,42.01,8,46.84
21,Male,5.32,3.69,5.44,2.13,112,3,89.39,7,40.81
26,Male,2.51,8.68,2.92,3.58,99,10,73.39,3,48.55
21,Female,7.75,8.66,1.1,4.93,51,10,69.4,8,62.63
25,Male,5.74,7.92,6.29,1.12,50,1,77.25,6,72.17
27,Female,2.92,8.29,5,5.73,112,13,99.42,9,43.69
28,Male,3.03,7.14,5.63,1.12,118,16,95.68,9,33.29
26,Male,3.29,6.4,1.3,3.14,43,0,74.41,1,60.52
27,Male,7.14,5.87,5.16,3.41,101,7,90.91,9,55.7
20,Male,6.15,7.63,2.47,3.66,77,0,95.09,9,51.05
17,Male,8.31,5.68,2.01,0.75,19,1,40.38,4,66.82
26,Female,5.93,3.02,5.2,0.57,93,8,76.94,1,43.91
21,Female,3.41,3.71,0.19,1.32,54,10,47.78,5,39.36
17,Female,9.65,7.56,7.23,3.98,50,3,86.21,5,78.45
22,Male,8.92,5.55,1.3,0.19,57,15,57.96,7,55.07
28,Male,3.15,9.93,3.35,3.91,69,5,53.86,5,43.22
26,Male,9.17,5.48,4.35,1.55,74,0,77.66,2,55.61
26,Male,7.34,3.76,6.68,0.64,94,2,99.21,7,49.5
23,Female,4.44,5.3,1.79,2.27,54,6,47.9,10,25.97
17,Female,4.94,7.81,7.38,2.79,47,0,88.44,9,50.58
26,Male,4.74,6.7,2.37,1.56,9,14,73.93,8,42.41
20,Female,8.07,7.27,4.3,4.86,51,2,42.33,10,52.18
25,Male,2.17,3.78,1.35,2.75,26,3,53.53,6,27.02
29,Female,1.06,8.79,4.98,2.08,23,2,77.53,1,40.27
17,Female,5.24,9.32,1.25,5.65,117,10,64.56,9,51.63
25,Male,3.26,4.02,0.67,1.44,40,5,56.94,2,50.34
24,Female,5.86,7.38,3.93,1.45,111,2,56.66,7,41.04
21,Female,9.79,4.61,5.58,5.7,30,0,56.07,6,49.66
22,Male,6.88,4.28,1.49,4.41,19,15,76.37,3,64.33
23,Female,9.61,4.43,0.44,0.52,90,3,84.18,5,71.77
20,Female,7.45,6.65,0.34,3.49,7,2,66.84,9,51.97
22,Female,1.22,9.2,0.01,3.16,61,2,74.64,3,46.79
23,Female,8.95,8.73,1.87,1.62,117,11,90.75,10,74.98
27,Male,2.39,4,6.93,5.54,105,11,97.5,2,22.57
22,Male,8.72,6.57,3.62,3.77,55,7,46.16,4,54.08
27,Male,7.62,4.06,7.39,3.71,61,14,43.53,2,51.27
29,Male,8.47,6.07,2,5.91,115,5,43.28,5,55.82
28,Female,2.91,6.94,7.87,4.62,117,19,75.21,8,45.37
22,Male,8.17,8.68,6.6,2.7,104,5,42.14,3,60.96
18,Female,6.3,9.03,6.27,3.16,61,15,60.6,2,72.75
21,Female,1.28,3.19,4.76,2.63,18,4,90.92,3,27.3
19,Female,8.95,7.82,1.57,5.56,116,18,46.65,3,69.6
23,Male,8.83,5.87,7.61,5.77,102,18,94.85,1,73.62
20,Male,5.93,6.46,6.48,5.33,20,18,67.5,10,46.86
17,Male,4.8,4.55,6.66,0.01,106,6,76.88,4,50.68
28,Other,4.31,3.24,7.09,5.41,55,13,95.78,7,44.76
28,Female,6.23,8.85,2.06,0.71,64,7,56.69,5,52.95
22,Male,8.5,4.61,6.96,3.1,71,17,97.16,9,65.64
22,Male,5.88,9.16,3.92,0.44,34,10,93.48,6,79.62
23,Female,1.73,3.49,5.23,2.28,24,7,88.44,2,27.72
27,Male,3.41,5.86,7.69,0.19,98,5,40.38,4,52.02
24,Female,6.85,8.2,7.19,4.83,75,10,80.74,7,64.89
19,Female,6.64,4.8,2,3.67,69,2,88.39,2,52.28
22,Female,5.43,9.77,5.87,0.38,83,3,63.56,3,71.62
26,Female,2.78,7.46,6.64,2.43,19,0,99.67,7,41.57
18,Female,3.07,4.52,3.53,5,42,13,51.96,9,42.23
29,Male,5.1,8.56,0.86,3.6,34,18,89.17,5,55.38
25,Female,4.25,9.89,2.51,3.49,0,11,74.11,4,55.94
18,Female,3.5,4.74,5.87,2.77,31,11,67.27,3,42.68
19,Male,8.38,8.76,4.7,2.85,111,19,86.54,6,86.43
28,Male,5.29,9.84,6.17,5.37,109,13,52.04,9,67.64
29,Male,5.28,4.55,7.17,3.59,38,5,51.62,8,50.34
26,Female,4.57,4.64,2.61,5.44,36,12,66.27,9,32.12
28,Male,6.97,8.02,5.5,4.74,111,8,80.82,6,68.5
28,Female,2.17,9.65,0.78,4.65,88,10,81.28,3,47
18,Male,9.46,7.87,5.32,4.86,5,18,44.99,8,65.71
25,Female,1.49,6.53,0.29,5.21,34,9,62.74,6,30.99
17,Female,7.25,3.74,2.02,0.6,41,2,41.18,10,25.71
21,Male,7.19,9.47,3.59,1.28,44,18,77.47,4,82.49
17,Male,1.58,3.48,6.76,2.35,109,17,63.25,6,14.12
21,Male,9.93,4.48,1.19,2.65,73,16,77.39,3,62.94
24,Female,0.83,6.16,6.24,0.33,36,0,48.03,7,14.6
24,Female,3.96,6.5,4.52,2.31,109,2,80.26,9,25.57
27,Male,4.54,3.39,3.66,3.22,118,4,69.33,3,33.97
24,Female,8.13,3.58,5.14,5.4,71,13,90.36,1,70.01
18,Male,0.78,3.88,2.76,1.98,71,7,86.33,1,36.45
24,Female,5.79,3.28,7.96,4.54,114,8,97.73,3,38.53
28,Male,2.44,9.84,0.88,5.34,68,19,58.67,10,44.02
21,Female,5.94,4.67,1.11,1.71,101,17,91.56,9,54.7
17,Female,6.64,9.16,7.07,3.21,116,17,88.75,9,76.67
23,Female,0.82,8.49,1.75,3.98,36,2,44.65,4,43.02
29,Male,1.14,7.94,0.49,3.31,39,2,78.83,7,18.19
22,Male,1.31,7.61,7.13,1.64,85,11,49.06,4,20.04
21,Female,8.6,6.49,0.5,2.69,27,18,80.72,2,73.85
17,Male,9.3,6.95,6.88,0.09,31,9,95.64,7,77.15
17,Male,4.66,9.23,4.24,5.36,90,4,50.16,9,62.16
22,Female,8.81,8.44,4.27,2.94,30,10,51.63,1,58.47
26,Male,5.02,4.62,1.05,3.21,75,8,70.76,8,39.86
28,Male,4.31,3.73,5.04,5.71,0,19,51.81,5,41.67
23,Female,5.55,5.06,2.96,4.81,70,7,77.77,8,55.09
26,Female,8.01,3.93,2.9,2.63,98,7,56.69,8,41.7
26,Male,2.63,9.68,5.58,1.11,19,4,85.93,5,63.79
17,Female,3.37,5.68,6.94,3.52,88,14,83.73,2,45.38
25,Female,8.56,4.21,5.85,4.54,102,14,75.73,8,69.86
20,Other,9.2,7.36,5.46,2.75,21,10,69.05,9,63.94
21,Male,1.67,5.79,7.09,2.09,56,8,87.48,9,27.58
18,Other,7.2,4.53,7.2,4.78,71,10,42.27,8,38.22
28,Male,0.59,3.4,5.89,0.06,72,18,72.54,5,30.72
26,Male,2.84,3.65,6.56,0.44,26,1,99.27,1,47.56
29,Male,1.15,6.94,1.93,4.02,82,19,80.03,4,33.97
24,Male,5.4,8.25,5.45,0.55,55,17,44.15,9,51.75
18,Female,3.76,9.48,3.91,3.85,77,15,72,7,43.28
19,Female,1.81,7.1,6.79,0.85,29,4,54.39,5,45.89
28,Male,0.5,7.57,7.69,4.57,90,18,88.17,4,35.36
25,Male,4.19,4.69,2.14,1.87,29,9,64.46,3,49.95
18,Male,3.3,4.92,5.37,2.07,17,12,89.78,9,29.84
22,Male,0.94,5.92,6.84,0.49,37,17,47.35,7,7.62
28,Male,8.59,9.08,5.45,0.3,40,5,55.27,8,69.02
20,Male,4.4,6.05,5.5,3.45,44,3,87.08,1,54.94
23,Male,7.86,4.68,6.54,1.44,89,13,53.16,7,54.02
22,Male,4.51,9.44,5.62,0.31,37,19,69.86,2,68.92
26,Female,1.14,5.88,6.62,1.77,111,6,85.68,1,37.22
25,Male,4.25,3.56,7.93,5.85,63,2,48.23,8,31.15
25,Male,8.92,6.82,4.35,0.1,52,18,49.61,3,68.05
26,Male,0.57,7.39,5.33,5.16,100,15,67.83,3,35.59
20,Male,9.01,9.69,4.92,5.36,53,7,73.46,1,65.1
17,Female,6.74,8.65,2.26,1.93,34,0,51.83,5,57.34
18,Female,9.96,3.71,6.67,3.39,112,6,86.6,10,55.23
24,Female,9.2,6.58,3.09,0.85,52,11,77.67,3,85.87
26,Female,8.76,6.04,7.64,3.85,55,6,79.3,7,66.02
24,Male,0.86,5.75,6.62,5.75,65,10,69.56,3,38.62
18,Male,3.16,3.98,1.24,2.06,119,3,90.43,6,36.77
20,Female,4.06,5.63,0.48,3.16,27,19,47.4,10,21.38
17,Female,7.15,6.29,1.12,1.83,1,5,66.88,10,62.83
23,Female,6.66,4.53,6.23,2.71,73,9,52.06,4,54.18
20,Male,2.13,7.03,5.83,2.63,100,9,89.74,8,33.72
27,Male,7.5,4.55,4.82,4.32,69,0,91.67,1,59.27
24,Male,1.98,3.85,1.45,4.83,41,2,48.39,5,29.33
25,Male,4.84,9.89,3.6,5.15,89,17,61.09,10,62.35
28,Female,6,7.82,4.28,1.39,25,14,60.98,6,60.13
25,Male,8.77,7.16,7.76,1.49,115,13,59.11,8,76.57
19,Male,6.5,5.29,1.75,5.92,61,12,72.08,4,61.97
21,Female,9.57,4.46,2.81,5.16,67,17,70.12,6,61.8
22,Male,9.95,3.92,5.14,2.98,94,14,95.74,3,78.17
22,Male,5.33,3.44,1.68,5.91,39,1,56.59,4,45.18
26,Male,0.99,7.9,1.43,0.85,72,2,96.43,3,58.88
24,Male,0.77,4.93,3.54,5.92,81,9,59.66,9,24.54
22,Male,8.63,5.23,4.17,1.52,38,12,64.76,4,61.16
22,Female,5.25,4.13,5.51,5.58,32,6,62.8,8,52.4
20,Female,3.98,3.82,6.08,2.79,57,13,80.97,2,58.85
23,Female,3.2,6.46,6.95,2.81,12,2,60.26,9,28.93
24,Female,3.18,8.09,2.71,0.67,39,0,71.35,7,33.49
19,Female,1.19,9.94,4.03,5.4,88,12,44.65,7,29.04
23,Male,3.38,5.38,6.91,5.08,119,8,84.94,10,32.62
19,Female,6.63,7.65,3.71,3.43,26,19,63.96,10,35.93
24,Male,4.16,3.81,1.11,1.65,52,12,81.52,4,47.27
17,Male,9.5,6.89,3.48,3.45,35,19,85.61,3,80.42
17,Male,6.85,6.63,6.16,3.42,113,0,79.41,6,71.97
22,Male,8.71,3.22,3.76,2.56,26,5,88.36,7,66.67
26,Female,1.58,6.38,1.96,0.92,43,10,94.57,5,30.59
25,Male,4.78,6.47,7.53,0.22,73,10,59.82,9,48.77
28,Male,0.89,5.6,2.44,1.84,33,14,62,5,41.48
20,Female,9,7.01,4.15,3.98,7,16,70.22,8,64.13
22,Male,1.9,3.32,2.83,4.84,57,19,84.77,3,47.33
28,Female,8.15,8.91,3.34,3.78,7,13,90.37,10,55.31
21,Female,9.28,6.64,5.15,3.27,71,14,68.18,8,63.21
28,Male,4.7,3.23,3.85,5.07,43,15,89.03,4,49.11
17,Male,4.2,9.89,0.82,2.78,96,1,83.22,9,60.49
22,Male,6.2,5.67,4.07,2.63,101,7,52.88,5,41.7
25,Male,7.53,9.91,2.38,4.03,82,3,89.4,5,86.82
28,Male,6.63,4.26,5.05,2.23,32,15,79.62,4,40.65
19,Male,0.51,3.21,1.45,2.25,56,17,89.23,5,25.05
27,Female,7.97,7.99,4.66,5.56,103,2,44.55,8,71.39
19,Male,1.9,9.62,3.6,0.32,0,2,57.55,8,46.05
18,Male,4.77,3.54,6.47,3.62,91,3,92.41,9,54.87
29,Male,3.18,8.15,2.71,3.61,69,16,65.01,2,61.75
20,Female,9.32,3.48,0.8,4.58,102,12,98.59,10,68.28
26,Male,5.27,8.56,0.68,3.71,84,5,78,10,54.34
19,Male,5.46,7.07,3.6,1.64,118,8,55.74,4,44.18
28,Male,1.22,8.47,4.14,2.64,45,16,45.1,7,43.18
18,Male,9.02,5.6,3,2.48,78,5,87.44,6,83.81
17,Male,2.77,9.34,6.3,4.86,104,14,76.45,8,35.64
19,Other,4.43,5.12,5.32,1.24,18,10,42.02,5,31.23
26,Female,9.86,4.98,4.52,2.18,25,11,51.22,6,62.89
22,Female,1.58,9.72,4.89,1.5,116,10,50.45,9,32.51
25,Female,7.33,3.86,6.11,3.15,17,8,97.39,6,49.8
27,Female,2.97,7.15,4.86,0.84,53,2,95.24,7,27.97
21,Female,4.49,7.02,1.78,2.09,10,5,44.06,10,29.21
19,Male,4.47,4.66,3.25,5.25,36,18,84.91,6,48.4
21,Female,9.36,5.22,1.09,4.93,52,5,78.5,5,78.05
21,Male,0.6,5.01,6.97,5.58,26,16,67.81,4,16.14
21,Male,3.99,8.92,1.75,1.99,104,4,87.27,3,66.95
28,Male,8.6,5.73,4.8,5.53,11,11,66.38,4,67.53
28,Female,9.15,5.51,0.43,2.68,82,1,94.37,9,75.05
23,Male,3.46,7.46,2.54,3.76,107,4,42.29,9,26.59
21,Female,2.8,6.47,7.16,2.41,1,3,88.42,7,48.27
23,Female,4.88,5.98,6.35,0.84,46,18,46.65,2,47
25,Male,7.59,7.97,0.74,1.84,0,2,94.33,4,64.35
21,Male,1.96,5.89,4.46,5.49,6,18,64.08,4,54.31
18,Male,7.95,4.56,3.07,2.3,15,8,71.94,1,57.27
21,Male,5.37,8.19,1.08,1.95,54,15,48.34,2,56.29
24,Female,1.84,3.47,6.55,5.91,77,13,72.65,6,26.48
28,Female,6.88,10,6.96,2.16,71,15,91.75,8,65.26
20,Male,6.47,7.18,4.04,4.42,116,14,72.58,5,66.03
18,Female,6.41,4.51,1.52,5.45,32,6,63.8,9,54.12
26,Female,7.67,4.39,3.36,3.73,111,19,62.61,2,61.61
19,Male,2.22,4.92,0.26,0.77,58,2,54.83,1,47.87
25,Female,7.13,9.15,5.62,5.75,20,11,87.74,9,56.01
25,Male,8.93,8.79,7.23,0.04,24,15,62.94,10,68.87
24,Female,5.54,4.01,0.13,2.45,51,2,64.88,7,36.85
24,Male,5.12,7.2,5.24,5.16,31,18,76.37,6,58.2
24,Female,8.08,9.38,0.71,0.53,66,18,89.09,4,64.44
24,Male,1.89,8.13,1.85,4.7,6,11,87.39,4,55.24
24,Female,3.74,7.11,4.28,2.45,43,3,62.27,3,44.51
17,Male,8.61,4.46,2.56,3.98,108,6,83.55,8,56.62
22,Male,5.25,9.6,0.05,5.81,16,2,93.92,4,59.73
28,Female,8.48,9.24,7.86,5.66,92,4,99.41,4,67.41
25,Female,2.89,5.25,1.37,0.46,4,16,74.87,4,47.84
24,Female,4.2,6.48,4.22,4.78,91,0,68.47,8,44.95
19,Other,8.32,3.57,4.13,3.83,97,1,49.69,3,62.16
27,Female,2.05,7.42,7.6,3.35,52,18,98.52,6,33.56
17,Female,9,3.38,6.16,2.48,43,18,52.26,2,57.25
18,Male,3.44,9.34,4.45,3.65,115,10,43.35,1,51.95
27,Male,9.74,9.16,5.89,2.82,4,0,84.54,10,80.84
18,Other,8.36,4.97,6.77,4.82,22,17,86.61,1,75.86
23,Female,4.83,8.19,2.59,4.15,74,8,96.71,1,68.61
28,Male,7.55,6.08,0.97,5.02,11,17,97.11,5,72.5
22,Female,5.77,8.92,6.49,1.28,27,9,87,4,55.83
27,Female,8.61,3.43,1.53,4.2,5,1,70.42,8,56.46
18,Female,5.42,6.54,2.73,2.66,72,12,61.74,6,56.2
24,Female,9.89,5.78,7.05,5.55,48,4,40.71,1,51.56
25,Male,1.77,4.82,5.32,1.79,10,10,64.99,10,25.16
